929,430
547,3
482,527
46,415
150,899
246,900
960,491
135,226
172,521
575,226
946,905
428,560
331,266
586,444
942,966
941,256
627,131
387,855
254,921
988,521
915,958
103,292
115,967
269,820
367,683
649,717
303,210
517,784
228,236
662,116
886,307
518,100
585,379
115,747
464,568
377,246
191,431
377,798
406,145
649,577
641,306
924,602
869,308
391,987
836,365
541,622
250,950
721,567
665,308
238,369
43,749
717,755
493,94
976,617
889,472
393,779
66,468
471,355
165,891
139,944
52,946
637,657
858,307
795,799
234,599
390,578
587,117
668,866
345,332
281,326
474,184
447,833
79,152
258,736
100,373
378,999
781,259
302,910
917,501
473,239
492,693
177,736
522,27
543,351
498,158
517,815
727,664
123,445
595,227
210,22
895,263
996,264
470,375
815,7
731,627
182,118
365,625
76,856
554,827
821,894
946,416
701,238
309,916
514,559
48,762
656,578
600,201
620,719
214,455
611,569
21,617
418,788
359,909
407,799
76,166
328,967
304,691
545,738
255,223
152,805
44,427
590,698
52,695
530,586
559,804
487,532
838,236
590,522
991,624
153,191
953,664
232,842
147,748
292,718
486,185
151,183
597,964
903,386
911,233
945,160
613,303
498,161
83,429
353,911
681,284
258,825
550,893
648,274
694,436
987,280
314,854
373,730
519,361
402,787
9,579
265,579
531,80
785,430
194,410
973,858
26,208
629,536
338,986
645,704
250,674
886,909
495,69
988,350
531,626
311,450
140,662
665,801
975,649
944,669
266,165
967,637
110,739
996,43
71,166
701,749
843,244
38,526
249,561
404,771
777,926
624,96
929,736
653,62
39,405
62,304
745,333
5,569
105,611
28,701
951,947
489,824
717,525
629,488
339,111
658,877
335,920
516,232
722,374
440,229
563,464
997,226
412,606
461,86
830,535
768,360
912,574
279,630
976,792
934,823
31,428
386,956
395,750
653,228
251,284
915,663
832,989
984,554
9,828
193,30
386,445
196,967
121,512
935,523
359,54
839,767
912,972
270,83
732,929
736,112
463,839
346,140
185,273
266,854
614,542
304,943
464,69
752,379
377,91
573,273
546,91
916,474
264,719
933,920
791,959
989,884
880,421
239,609
338,164
531,497
928,4
493,523
135,120
22,45
508,556
35,547
703,114
56,693
825,685
626,818
813,881
294,297
403,519
235,853
328,449
283,409
915,841
590,381
75,873
524,416
185,668
603,351
693,95
523,471
511,405
497,739
316,680
554,691
814,644
634,214
768,878
258,273
323,828
350,891
187,764
143,311
194,331
769,589
89,918
486,504
826,811
272,739
118,346
700,630
640,197
596,844
225,827
526,780
18,850
246,836
122,798
718,241
721,797
846,629
907,473
174,274
692,930
717,458
72,879
915,962
8,600
522,588
688,878
257,225
229,455
254,400
389,444
579,507
166,834
524,285
36,795
375,532
528,855
129,576
687,942
668,329
602,390
719,968
365,835
795,165
218,297
798,140
635,465
110,140
531,827
703,629
851,259
56,567
923,583
391,612
448,593
650,422
661,384
808,831
312,322
220,454
308,752
856,831
325,558
87,244
789,977
735,565
828,593
296,575
294,65
950,317
434,789
461,798
458,599
879,14
854,992
432,790
527,885
350,188
357,522
37,614
242,266
919,14
177,359
559,460
498,19
649,893
120,790
833,556
501,329
136,660
754,670
549,576
717,871
321,639
378,134
346,14
852,708
280,40
284,151
553,573
802,194
820,884
366,757
883,75
334,466
796,876
602,94
317,319
257,677
271,632
280,81
766,304
314,743
601,640
93,486
137,29
932,573
399,867
142,700
314,239
415,21
236,488
546,104
841,788
624,253
712,310
625,831
567,894
856,758
484,380
584,479
860,193
850,316
649,864
72,210
590,929
105,398
141,33
821,136
179,485
70,528
242,401
272,329
177,354
402,69
110,691
957,747
145,711
890,403
17,259
397,8
640,499
856,988
285,322
333,292
608,284
641,44
59,655
600,186
342,964
537,464
592,805
936,396
934,290
297,697
746,911
775,469
249,840
178,578
799,934
360,147
169,31
682,887
290,671
602,678
510,97
729,18
565,218
937,642
961,977
786,334
879,170
482,377
22,691
54,121
175,578
326,885
994,944
837,54
823,438
559,177
641,122
666,321
502,772
721,923
220,636
937,205
735,296
212,844
901,229
146,338
219,846
541,125
687,868
64,224
68,805
970,734
489,818
820,72
301,481
209,24
188,242
526,342
642,533
79,561
51,90
586,51
218,735
406,93
707,175
297,923
588,520
553,332
88,695
472,144
92,989
183,4
751,644
336,618
302,30
268,645
664,478
28,913
443,49
599,213
283,712
746,543
320,751
251,568
908,995
880,326
107,793
94,964
311,331
333,94
9,150
751,224
174,572
262,948
933,832
942,323
704,603
451,601
577,254
633,132
91,378
263,279
518,956
558,746
404,836
227,789
523,491
164,103
726,683
674,591
343,331
931,609
420,162
672,831
625,653
534,744
709,294
934,273
481,746
479,15
623,484
468,90
939,727
521,394
555,935
937,981
89,589
175,395
796,159
573,15
214,949
476,475
225,874
69,788
67,951
542,512
633,618
295,225
540,908
553,148
849,454
140,995
444,71
886,171
453,483
389,693
768,44
156,410
966,983
412,40
945,945
359,216
807,90
983,368
216,328
351,428
934,483
617,77
809,937
963,196
9,921
796,431
72,316
487,203
310,288
866,926
503,21
10,539
677,332
617,583
969,806
414,972
842,660
186,167
779,528
785,39
559,304
350,294
208,484
478,685
897,623
600,619
267,294
733,119
451,615
163,926
303,94
524,284
61,399
91,513
262,498
666,137
186,70
38,818
861,642
156,935
270,437
468,600
709,697
967,698
657,399
629,9
351,442
792,228
89,628
216,875
576,814
749,198
517,371
743,193
782,396
60,485
550,499
958,505
763,185
97,894
673,117
5,891
296,521
304,750
39,841
880,945
677,691
841,53
80,962
362,891
586,350
154,198
213,667
784,768
6,856
738,31
232,287
222,299
529,240
227,29
116,833
88,969
122,378
793,392
971,279
688,666
721,538
863,405
247,943
596,431
76,416
542,251
644,434
223,354
401,559
173,496
45,133
880,244
454,480
992,375
698,571
406,788
76,83
314,609
186,722
135,822
542,192
987,276
98,48
438,605
582,255
255,76
951,443
592,425
501,775
917,770
875,373
258,469
867,837
116,444
509,908
78,480
85,993
257,99
868,306
319,454
883,94
373,499
738,316
906,445
722,173
707,873
53,877
880,149
393,898
536,671
753,107
382,854
458,399
498,514
739,528
36,165
992,559
823,449
243,952
688,594
375,895
792,595
212,364
297,293
966,414
337,716
240,43
765,643
991,180
508,601
996,432
45,954
404,399
780,162
565,885
260,795
377,563
51,737
477,547
718,456
123,266
405,621
400,757
309,510
906,321
632,425
19,362
929,189
424,951
373,92
32,235
438,426
843,260
613,963
908,153
609,342
275,727
347,585
610,102
344,181
893,944
806,135
252,511
362,405
408,449
561,669
717,977
937,745
183,945
897,939
286,481
438,833
675,948
507,852
696,465
64,682
787,855
576,664
317,49
186,711
578,264
654,878
984,270
74,982
233,373
882,882
278,669
961,213
770,160
568,833
734,798
637,366
629,300
279,251
902,475
57,355
149,814
566,364
36,134
94,474
982,558
80,940
736,292
102,674
290,756
382,146
284,911
771,532
439,356
374,644
136,598
99,753
354,68
498,179
954,859
456,64
994,964
199,964
651,63
449,110
764,574
137,148
44,734
869,62
515,334
705,355
22,751
806,386
758,65
566,637
403,932
593,303
977,44
344,528
251,407
927,823
872,634
955,620
94,456
790,950
